,Name,dist_obj
311,f6400,[]
312,f8993,[]
313,g0356,"['J99CD1Z', 'J99RL4S', 'J99RL5T', 'K01DA8O', 'K02G33A', 'K02PF5E', 'K05EU0J', 'K14UN0A']"
314,g7507,[]
315,g7581,['K13RF8G']
316,g7614,[]
317,h2949,[]
318,h3873,[]
319,h4194,['K02PF3O']
320,h4390,[]
321,h4620,[]
322,h4709,[]
323,h7313,[]
324,h7360,[]
325,h7871,[]
326,h7915,[]
327,h8028,[]
328,h9858,[]
329,i3843,[]
330,i4018,"['J99D08E', 'K02PF2T']"
331,i4025,"['K04PB2E', 'K04U10U']"
332,i4030,[]
333,i4745,[]
334,i5473,[]
335,i7178,[]
336,i9097,[]
337,j0265,[]
338,j1657,[]
339,j5171,[]
340,j5206,[]
341,j5209,[]
342,j5502,[]
343,j6826,[]
344,j9865,[]
345,j9870,[]
346,j9971,[]
347,k1363,[]
348,k3368,[]
349,k3663,[]
350,k8422,[]
351,k8861,[]
352,k9306,[]
353,k9333,[]
354,k9361,[]
355,k9362,[]
356,k9372,"['K01QT7U', 'K15VG8T']"
357,k9420,[]
358,k9421,[]
359,k9438,[]
360,k9442,[]
361,k9505,[]
362,k9506,[]
363,k9509,[]
364,k9514,[]
365,k9584,[]
366,k9610,[]
367,k9615,[]
368,k9704,[]
369,k9705,[]
370,k9707,[]
371,k9708,[]
372,k9750,[]
373,k9987,[]
374,l0027,['K16L88P']
375,l0083,[]
376,l0308,[]
377,l0309,[]
378,l0316,[]
379,l0443,[]
380,l0523,[]
381,l0593,[]
382,l0596,[]
383,l0599,[]
384,l1136,[]
385,l1137,[]
386,l1143,[]
387,l1149,[]
388,l1150,"['z2175', 'K14MA3B', 'K15Fd2W', 'K15G56X', 'K15G57V']"
389,l1151,[]
390,l1152,[]
391,l1155,[]
392,l1165,[]
393,l1172,[]
394,l1196,"['o0835', 'K00GE6W', 'K00QM6D', 'K03FC7H', 'K03YH9R']"
395,l1210,[]
396,l1237,[]
397,l1272,[]
398,l1288,[]
399,l1318,[]
400,l1325,[]
401,l1335,[]
402,l1339,[]
403,l1512,[]
404,l1513,[]
405,l1921,[]
406,l1931,[]
407,l1954,[]
408,l2231,[]
409,l2232,[]
410,l2235,[]
411,l2262,[]
412,l2265,[]
413,l2271,[]
414,l2651,[]
415,l2760,[]
416,l4640,[]
417,m0017,[]
418,m2824,[]
419,m3002,[]
420,m6958,['K00J81H']
421,m7581,[]
422,m8644,['K02PF3B']
423,n1767,[]
424,n1768,[]
425,n2338,[]
426,n3480,"['K12S67B', 'K15VG9M', 'K16F58V']"
427,n4158,[]
428,n4219,[]
429,n5189,[]
430,n5190,[]
431,n5297,[]
432,n5603,[]
433,n5613,[]
434,n6315,[]
435,n9514,[]
436,n9522,['K14UM9B']
437,o0828,[]
438,o0829,[]
439,o0830,[]
440,o0831,[]
441,o0832,[]
442,o0833,[]
443,o0834,[]
